content,news_id,org_list
"外資撤離、停損法人、融資斷頭等賣壓，對上財政部下令八大公股行庫護盤力道，多空因素交錯下，台股20日大坐雲霄飛車，上沖下洗震盪劇烈，盤中高低點達259點，尾盤在台積電下殺拖累下終場翻黑。累計台股本周大跌640點，創今年以來單周第三大跌點。台新投顧副總黃文清表示，近日台股跌跌不休，財政部召集公股行庫下達護盤令，19日台股重挫450點，當日工股行庫買超台股13394億元，為歷史第二大護盤量。政府宣示護盤也激勵市場信心，台股20日早盤開高大漲130餘點，惟台積電、聯發科、台達電及塑化等權值股繼續拉回，指數迅速拉回翻黑，一度下跌127點來到16,248點。所幸MCU、載板、二極體、航運、紙類、玻陶等類股走強，加上公股行庫持續護盤，20日再進場買超2826億元，台股震盪走高一度上漲13171點，但市場追價意願不足，尾盤指數由紅翻黑，最後一盤賣壓來自台積電，終場台股下跌3343點收16,341點，成交量進一步萎縮至3,478億元",534,"[(25, 28, 'ORG', '財政部'), (84, 87, 'ORG', '台積電'), (123, 127, 'ORG', '台新投顧'), (144, 147, 'ORG', '財政部'), (155, 158, 'ORG', '護盤令'), (233, 236, 'ORG', '台積電'), (237, 240, 'ORG', '聯發科'), (241, 244, 'ORG', '台達電'), (384, 387, 'ORG', '台積電')]"
"因美國聯準會已暗示縮減購債，外資持續賣超台股，20日再賣超14515億元，為連四日賣超，累計本周賣超達700億元，是今年以來單周賣超第五大；三大法人合計賣超81407億元，則是今年以來第四大單周賣超金額。根據統計，台股上市櫃個股超過47％、近5成已跌破年線，其中台灣50成分股跌破年線個股包括亞泥、統一、台化、遠東新、亞德客-KY、和泰車、國巨、廣達、南亞科、彰銀、大立光、遠傳、和碩、上海商銀、台塑化等15檔，台積電20日收盤價與年線也僅差15元，護國神山黯淡無光，多頭行情岌岌可危。第一金投顧董事長陳奕光認為，台股本週周量僅185兆元，連續兩周成交金額不及2兆元，量能快速退潮，多數大型權值股提前跌破年線，再加上台指期20日最低來到16,050點，基於期貨具有價格發現功能的前提，不排除下周往下測試16,000點大關支撐。",534,"[(6, 11, 'ORG', '美國聯準會'), (155, 157, 'ORG', '亞泥'), (158, 160, 'ORG', '統一'), (161, 163, 'ORG', '台化'), (164, 167, 'ORG', '遠東新'), (168, 174, 'ORG', '亞德客-ky'), (175, 178, 'ORG', '和泰車'), (179, 181, 'ORG', '國巨'), (182, 184, 'ORG', '廣達'), (185, 188, 'ORG', '南亞科'), (189, 191, 'ORG', '彰銀'), (192, 195, 'ORG', '大立光'), (196, 198, 'ORG', '遠傳'), (202, 206, 'ORG', '上海商銀'), (207, 210, 'ORG', '台塑化'), (215, 218, 'ORG', '台積電')]"
至於電冰箱與空調家電等，以及外宿費用都在漲價，看得出一些日本家庭開始花錢消費了。調研機構凱投巨集觀樂觀認為，不考慮比較基期較低，接下來幾個月可望看到通膨出現，因市場供貨短缺以及服務業的需求歸隊。同時，在食物與能源都不計入下，這種類似美國在用的核心CPI，日本卻年減06%。外界預測，日本央行10月份利率審查時，可能會下修現行通膨目標值2%。因為，日本計算CPI方式改變，央行也會做些調整。7月時，日本央行曾預估過，日本這個財年全年的通貨膨漲，可能會上升06%。農林中金總合研究所認為，日本央行的通膨預估值，是基於到2021年底時，經濟相關活動可望正常化來做的。不過，新冠疫情沒有降溫下，景氣復甦看樣子可能會再延宕。日本經濟成長在2021年首季衰退後，第2季反彈增幅超過市場預期。至於第3季會表現如何，市場預估應該不會太出色，因為一直延長實施的緊急狀態，也給經濟成長重要因素的日本家庭支出帶來諸多限制，導致買氣將無法大幅提升。,535,"[(146, 150, 'ORG', '日本央行'), (203, 207, 'ORG', '日本央行'), (235, 244, 'ORG', '農林中金總合研究所'), (247, 251, 'ORG', '日本央行')]"
市場18日傳出，新制勞工退休基金109-1委外代操640億元，已陸續撥款給台新、安聯、保德信、國泰及野村等代操投信，進場扮演救火隊。此外，券商高層透露，18日與主管機關邀請以官股金控為主的金控業者「喝咖啡」，由於民營金控背負經營績效、主管機關並不易左右，因此與官股金控較能達成證券、自營及投信三大周邊單位救市的使命。針對政策救市急急如律令，股民認為，不論咖啡喝了沒、好不好喝，至少台股從大跌到大漲，股市投資人都已感受到政府對台股的態度。萬寶投顧董事長朱成志表示，台股18日大漲16491點作收，具備反彈第一隻腳的雛型，籌碼面方面，融資餘額波段減碼約300億元，技術面也初具abc三波段下跌波的第三波段反彈行情，另外，上市運輸股止跌回穩單日大漲758％，櫃買指數也上揚217％完勝加權指數099％漲幅，顯示這波段反彈為內資主導，出現人氣回流的現象。摩爾投顧分析師黃睿緯分析，爭議多日的當沖降稅延不延長問題，終於確定延長，無疑是對近來成交量低迷的台股，打上一劑強心針，然大盤是否在這裡會順利落底，需再配合未來國際盤勢與成交量能能否持續放大兩大因素，才能下定論。,539,"[(42, 44, 'ORG', '台新'), (45, 47, 'ORG', '安聯'), (48, 51, 'ORG', '保德信'), (52, 54, 'ORG', '國泰'), (223, 227, 'ORG', '萬寶投顧'), (384, 388, 'ORG', '摩爾投顧')]"
記憶體族寒冬迎暖陽！美系外資唱衰記憶體「寒冬來臨」，反遭記憶體業集體駁斥，記憶體大廠旺宏、華邦電、群聯大老陸續喊話「送暖」。激勵記憶體族群「終結疲態」，鈺創亮燈漲停，晶豪科、菱生、威剛同步強漲逾7％。法人指出，記憶體族群近期受外資看空、當沖稅制等「非基本面」因素衝擊，惟產業下半年獲利仍可期、整體產業面正向。記憶體IC設計鈺創開低走高、尾盤強拉漲停，晶豪科、菱生、威剛、點序、十銓、群聯、旺宏、茂矽、華邦電、南亞科也大漲3～8％，記憶體族群「一吐悶氣」，助攻台股上演「V轉秀」。美系外資日前示警記憶體將「步入寒冬」，下修相關個股目標價，罕見引出記憶體廠董座不滿「開轟」，包括旺宏、華邦電、群聯等企業大老紛紛親上火線駁斥，激勵記憶體大軍18日「一路向北」。統一投顧董事長黎方國分析，記憶體產業仍正面，本波應為「非基本面因素」下跌。日盛投顧總經理鍾國忠也認為，記憶體產業「沒有外資講的那麼差」，且企業大老相繼力挺，成功穩住投資人信心,540,"[(47, 49, 'ORG', '旺宏'), (50, 53, 'ORG', '華邦電'), (54, 56, 'ORG', '群聯'), (88, 91, 'ORG', '晶豪科'), (92, 94, 'ORG', '菱生'), (95, 97, 'ORG', '威剛'), (180, 183, 'ORG', '晶豪科'), (184, 186, 'ORG', '菱生'), (187, 189, 'ORG', '威剛'), (190, 192, 'ORG', '點序'), (193, 195, 'ORG', '十銓'), (196, 198, 'ORG', '群聯'), (199, 201, 'ORG', '旺宏'), (202, 204, 'ORG', '茂矽'), (205, 208, 'ORG', '華邦電'), (209, 212, 'ORG', '南亞科'), (279, 283, 'ORG', '記憶體廠'), (294, 296, 'ORG', '旺宏'), (297, 300, 'ORG', '華邦電'), (301, 303, 'ORG', '群聯'), (334, 338, 'ORG', '統一投顧'), (371, 375, 'ORG', '日盛投顧')]"
"此外，三大法人18日分別買超威剛、華邦電、南亞科2,138、5,792、3,197張。外資買賣超也備受矚目，不僅連三日分別敲進華邦電、南亞科11,086、11,461張，18日也買超威剛1,562張。鈺創7月營收516億元，創2018年1月來新高，且第二季毛利率更衝上30％、營益率達1336％，雙率同寫新高。法人指出，在遠距商機、5G應用推升下，其全年營運可望穩健成長。至於台系記憶體指標股，旺宏目前每月訂單出貨比仍大於1，且主要產品Flash下半年至明年需求看好；華邦電第三季仍供不應求，預計若明年DRAM有新產能開出，也主要落在DDR4、DDR5，對其主力產品DDR3影響不大；南亞科產品價格可望走揚，「打臉」外資空頭言論。黎方國點出，台股落底有「三大訊號」，包括出現「窒息量」或「凹洞量」、融資餘額減幅超過加權指數跌幅、利多測試股市不跌，上述條件目前未達成，且上檔套牢賣壓大，研判大盤仍持續震盪整理。",540,"[(19, 21, 'ORG', '威剛'), (22, 25, 'ORG', '華邦電'), (26, 29, 'ORG', '南亞科'), (70, 73, 'ORG', '華邦電'), (74, 77, 'ORG', '南亞科'), (102, 104, 'ORG', '威剛'), (212, 214, 'ORG', '旺宏'), (249, 252, 'ORG', '華邦電'), (315, 318, 'ORG', '南亞科')]"
台股今演出戲劇性大逆轉，雖然當沖降稅延長政策已經拍板，但早盤仍下殺240點，盤中又傳出券商被主管機關找去「喝咖啡」，被視為台股止跌訊號，航運股率先領漲，貨櫃三雄長榮、陽明、萬海午盤紛紛亮燈漲停，大盤指數反轉向上，硬是拉了250點讓指數由黑翻紅，悶了9天的台股展開絕地大反攻，終場加權指數收在最高點1682627點，上漲16491點，收了一根9天不見的紅K棒，指數高低震盪達407點，成交值也放量至4174億元,541,"[(84, 87, 'ORG', '雄長榮'), (88, 90, 'ORG', '陽明'), (91, 93, 'ORG', '萬海')]"
台股開盤以1663099點開出後，指數馬上跳水狂殺逾240點，台積電早盤跌逾2%，來到566元，下跌14元，電子、傳產、金融各類股全面下跌，面板雙虎友達、群創逆勢撐盤，隨著航運股逐步止跌，中航率先登上漲停，聯電、聯發科開低走高，聯電收盤漲2元，收在581元，漲幅357%，聯發科站回900元，以912元作收，漲幅也有364%。大盤指數在10點過後開始向上緩步走升，11點過後指數第一度翻至平盤之上，但沒有維持很久隨即翻黑，接近午盤時再攻一波，指數順利翻紅突破16800點關卡。航運族群對推升大盤翻紅功不可沒，長榮、陽明、萬海三雄紛紛亮燈漲停，長榮收在136元，陽明收在1365元，萬海以226元作收，類股指數上漲758%，占大盤成交比重近3成。近日大漲的高端開低走低，終場收在3355元，下跌315元，跌幅858%。,541,"[(40, 43, 'ORG', '台積電'), (88, 90, 'ORG', '群創'), (105, 107, 'ORG', '中航'), (114, 116, 'ORG', '聯電'), (117, 120, 'ORG', '聯發科'), (125, 127, 'ORG', '聯電'), (149, 152, 'ORG', '聯發科'), (271, 273, 'ORG', '長榮'), (274, 276, 'ORG', '陽明'), (297, 300, 'ORG', '陽明收'), (309, 311, 'ORG', '萬海')]"
台北股市今終結連續9天的跌勢，早盤一度下殺逾200點，隨後戲劇性的反轉向上，狂拉250點翻紅，有網友在盤前預測，「今天開低是必然，緊接著大戶、主力開始抄底，大漲200點，上演驚天軋空，貨櫃三雄漲停，鋼鐵、半導體漲5%」；隨著台股午盤翻紅，航運、鋼鐵等類股相繼大漲，許多網友紛紛跑到這篇貼文朝聖，「未來人」、「先知」。台股經歷9天緩跌，今日早盤以1663099點開低，隨後持續下探狂殺逾240點，指數一度回測16418點，傳產、電子類股一片綠油油，市場不禁更加悲觀，台股可能延續跌勢，迎來第10個交易日的下跌。豈料台股盤中上演絕地大反攻，航運族群率先回神，由貨櫃三雄領軍，12檔航運股攻上漲停，電子、金融、傳產三大族群齊彈，推升加權指數終場上漲16491點，收在1682627點。隨著台股接連下挫9天，各大社群平台傳出看空聲浪，1名網友於今日盤前在PTT股板發文，看了一堆人打算今日開盤想放空，但他認為開盤開低是必然，甚至可能直接開低約300點，然後一堆股民直接市價放空,543,[]
原PO當時預測，緊接著所有大戶、主力研判底部到了，紛紛開始抄底，最終散戶認賠，上演驚天軋空，貨櫃三雄漲停、鋼鐵、半導體漲5%，指數大漲200點，「我覺得這個劇本比較有可能發生，因為一堆人要開始亂空，肯定被軋」。貼文剛出之際，網友評價兩極，部分網友認同這個預測，「認同，今天反彈」、「推測今日走勢開低走高」、「覺得這劇本不無可能耶」；但也有網友認為不太可能，「早點睡吧，主力又不是傻了，拉給你韭菜們賺？」、「感謝你PO這篇讓我確信會繼續跌」、「三雄敢燈，我看只有綠色的」。然而，隨著時間推移，台股早盤開低後，航運族群領漲，電子、傳產、金融也齊翻紅，帶動大盤指數狂拉250點由黑翻紅，許多網友不禁憶起這則貼文，紛紛前來朝聖，「有神快拜」、「先知」、「三雄還真的都漲停」、「有點神」、「有收徒弟嗎」、「明天威力彩的號碼拜託報一下」、「真的有未來人」。,543,[]
在業績方面，由於2020年新冠疫情在全球肆虐，義翹神州的新冠病毒相關生物試劑產品市場需求量大增，促使該公司2020年度業績顯著增長，期內營收、淨利分別年增超過7倍、29倍，增速遠超疫情爆發前。2021年第一季，該公司營收年增逾三倍至457億元，淨利年增超過四倍至332億元。時代財經＞，以開盤價計算，抽中一籤義翹神州的股民單籤收益超過15萬元，成為2021年以來單籤收益第二高的新股，僅次於極米科技的1887萬元。目前，謝良志共持股神州細胞逾60％，合計持股義翹神州超過70％，以兩家A股上市公司16日收盤市值計算，謝良志的身價超過400億元。,544,"[(200, 204, 'ORG', '極米科技')]"
愛迪達對此表示，在國際地緣政治緊張的影響下，品牌第二季在大陸的業務受到極大影響。但愛迪達CEO羅斯德仍樂觀表示，看好大陸業務的前景，並相信2021年的大陸業績將非常成功。同樣將大中華地區視為品牌業績驅動力的耐吉，2021年第四財季集團營收大漲96％至123億美元，其中，大中華區營收年增17％至193億美元，未及市場預期的22億美元。另一方面，大陸國潮品牌逆勢崛起，河南洪災後更引發「野性消費」潮，使鴻星爾克等本土品牌爆紅，愈來愈多的大陸年輕消費者改買國貨。京東報告顯示，僅在7月22日及23日兩天內，大陸國潮運動品牌整體銷售額年增逾280％。,547,"[(5, 8, 'ORG', '愛迪達'), (108, 110, 'ORG', '耐吉'), (116, 122, 'ORG', '第四財季集團'), (205, 209, 'ORG', '鴻星爾克')]"
倫元投顧分析師陳學進表示，台股16日開低走低，終場下跌12334點，跌幅073％，收在1685877點；櫃買指數亦同步下殺222點作收，跌幅107％，收在20498點；三大法人進出方面，外資轉買4752億元，投信續賣1129億元，自營商賣超4393億元，惟外資法人於台指期轉買4039口多單，累計淨空單部位為28069口，心態轉趨謹慎保守。台股表現仍相當虛弱，加權指數16日一度下殺209點，再探167732點新低點，主要原因除受到Delta病毒肆虐、美國聯準會恐提前升息等一連串的利空打擊外，最重要的則是市場盛傳現股當沖交易稅減半徵收政策擬不再延長、現股當沖警示制度也將於27日上路。因此，在內資法人砍殺壓抑下，使台股近期許多中小型股殺聲隆隆，不管業績好壞，幾乎都遭受到無情的打擊,548,"[(255, 260, 'ORG', '美國聯準會')]"
不過，全球股市仍維持在多方架構下，加上國內半導體廠及ODM／OEM廠陸續舉辦法說會，電子業相繼釋出下半年供需結構性失衡的狀況將延續的展望，預期台股在本波「非經濟利空」外力干擾下，一旦利空及不確定性因素解除，勢必很快就能止穩，甚至不排除出現報復性反彈走勢。個股方面，本周納入投資組合的高端疫苗，聯亞緊急授權未過，高端疫苗可望大幅受惠，隨500萬劑採購合約可望提早交貨，配合公司派、內外資法人大戶推波助瀾下，可望激勵股價的大漲選股方面，部份股價超跌、具轉機題材之個票，已陸續開始吸引中長期買盤低接，包括長榮、台驊投控、建新國際、志聯、中鋼構、威致、大甲、新唐、九齊、聚積、創惟、禾瑞亞、佰鴻、健策、鑫科、美琪瑪等，均表現相對強勢。,548,"[(153, 155, 'ORG', '聯亞'), (256, 258, 'ORG', '長榮'), (259, 263, 'ORG', '台驊投控'), (264, 268, 'ORG', '建新國際'), (269, 271, 'ORG', '志聯'), (272, 275, 'ORG', '中鋼構'), (276, 278, 'ORG', '威致'), (279, 281, 'ORG', '大甲'), (282, 284, 'ORG', '新唐'), (285, 287, 'ORG', '九齊'), (288, 290, 'ORG', '聚積'), (291, 293, 'ORG', '創惟'), (294, 297, 'ORG', '禾瑞亞'), (298, 300, 'ORG', '佰鴻'), (301, 303, 'ORG', '健策'), (304, 306, 'ORG', '鑫科'), (307, 310, 'ORG', '美琪瑪')]"
國際農工原物料大漲，其實與民眾生活息息相關；農經公司表示，黃小玉價格大漲，畜牧飼料成本也水漲船高，近日豬肉批發價格每公斤來到86元，較去年同期漲幅超過10%，接下來中元節是傳統豬肉用量大的時節，短期價格仍持續上漲，預計中秋節前夕，豬肉價格將達高峰。蔡鈺泰預測，國際油價明年可望慢慢回落，WPI可望逐步回復過往水準。不過，Delta病毒持續侵襲全球，也左右終端市場的銷售狀況；高盛證券表示，Delta病毒擴散影響需求的衝擊是短暫的，原油供應短缺問題將持續存在，預期今年底前原油仍處於供不應求狀態，預估今年第4季布蘭特原油價格為每桶80美元。,551,"[(27, 31, 'ORG', '農經公司'), (196, 200, 'ORG', '高盛證券'), (265, 268, 'ORG', '布蘭特')]"
美國公布的6月份消費者物價指數創下13年來最大升幅，達到驚人的年增54％，而最新公布的7月份CPI年增率依然維持在高檔的54％，高於原先預期的53％。相較於消費端物價漲幅的持平，美國躉售端物價漲幅卻出現升溫。剛公布的美國7月份生產者物價指數月增1％，與去年同期相較則大漲78％，創近11年新高，扣除食品與能源的核心PPI月增1％，連續第二個月創歷史新高，顯示商品成本居高不下與供應鏈瓶頸，持續對美國企業帶來龐大的通膨壓力。也難怪美國總統拜登11日宣示打擊通膨的決心，拜登說，美國經濟雖恢復動能，但每個家庭仍感受到通膨升溫的痛苦，因此他宣布一系列打擊通膨的措施，希望減輕所有美國家庭的負擔。除了航運價格漲翻天外，美國一些店家及品牌網站也開始貼出漲價通知，一時之間，通貨膨脹成為大街小巷的熱門話題。美國聯準會主席鮑爾認為這只是短期現象，「隨著暫時性的供應鏈瓶頸消退，通膨預計將朝著長期目標回落」，經濟大師克魯曼也說「像是汽車行駛在高速公路上一時打滑」。這次通膨壓力究竟是短期現象還是難以避免的長期趨勢引發熱烈討論。事實上，全球經濟已經20年沒有看見通膨問題，利率維持低檔，經濟一片繁榮，「通膨已死」的樂觀看法甚囂塵上。專家認為這幾十年低通膨美好時光主要是奠基於摩爾定律所帶動的生產力上升、全球自由貿易風潮及中國大陸世界工廠的低勞動成本,552,"[(352, 357, 'ORG', '美國聯準會')]"
某些國家政府甚至感受到物價下跌所造成的通縮壓力，希望透過低利率及寬鬆政策誘發消費，此類措施也造成近年來金融產品及不動產價格上漲。短期論者認為，由於疫情造成勞工無法正常出勤或局部地區封閉，導致礦區開採不順、零件生產短缺及港口壅堵，使各項產品的供應發生短缺與價格暫時上漲，但只要供應鏈瓶頸問題獲得解決，價格也將能隨之回穩，如先前暴漲的木材近期正在放緩，債券市場近期殖利率下滑也顯示通膨預期已有舒緩。長期論者則認為，中國大陸的低廉勞動力不再；且全球供應鏈重組，美歐等國將「戰略自主權」列入考量，避免過度依賴進口；另海運業先前多年不景氣導致資本支出不足，國際海運組織積極推動減碳計畫及全球方興未艾的再生能源與循環經濟行動，這些都會長期提高產品的生產成本，進而轉嫁到售價上。1970～1980年間是美國遭受通膨襲擊最嚴重的時代，當時的通膨率在5％至15％間遊走。專家表示，這段期間所學到最大的教訓是─通膨不是一夜之間發生的，它通常會持續多年，且是由一連串錯誤政策所造成。儘管有越戰與石油危機等外部因素，但政府的貨幣發行量沒有節制才是根本原因。一直到伏克爾出任聯準會主席才結束這場夢魘，他嚴格控制貨幣供給，並將利率拉高到20％水準，此舉雖付出二次景氣衰退的代價，卡特總統也因而連任失利，但通膨的氣燄總算被控制住,552,"[(485, 488, 'ORG', '聯準會')]"
此後人們對通膨的成因越來越瞭解，經濟學家傅利曼說「通貨膨脹永遠都是一種貨幣現象」，90年代後開始有設定通膨目標的概念，2％的年通膨率普遍被認為是難以避免且適宜的，「世界經濟需要這樣的興奮劑，就像人們有時需要一些酒精、咖啡或尼古丁」，德國股神科斯托蘭尼評論道。有人認為當今與1970年代通膨有些相似，都是價格上漲、貨幣供應與公共支出聯袂增加，但專家認為兩者並不能相提並論。1970年代的通膨大爆發是從60年代後期數年醞釀而成，而目前的通膨上升僅算是復甦開始的健康跡象，因復甦初期經常會伴隨通膨微幅跳升。美國財政部長葉倫預期今年平均通膨可能攀達3％，並將在今年底或明年初下降至2％。為應對潛在的通膨危機，美國聯準會暗示將於今年稍晚開始縮減購債規模，升息時點也將由2024年提早到2023年。「我們正密切觀察情勢，有必要時會嘗試解決出現的問題」，葉倫說。對於一般普羅大眾，巴菲特也提出幾個對抗通膨的良心建議，一是投資自己，「如果你是最好的老師、最好的外科醫生甚至是最好的律師，你就能從國家經濟分到一塊餅，貨幣價值的變化就不太重要」；另一是投資出色的企業，「無論貨幣市值出現什麼變化，傑出的企業永遠都會有需求，因為人們願意為他們喜歡的東西付費」；此外，低成本且有效分散風險的指數基金也在他推薦之列。,552,"[(305, 310, 'ORG', '美國聯準會')]"
主計總處13日大幅上修今年躉售物價漲幅至80％，創下1981年以來最大漲幅，綜合統計處處長蔡鈺泰表示，WPI的漲勢未必會轉嫁到零售市場，消費者物價漲幅預測只有174％，目前並沒有通膨的問題。主計總處召開「國民所得評審會議」，除了修正經濟成長預測，也調整對今年物價的展望，鑑於原油、國際農工原料行情走高，衡量廠商進貨成本的躉售物價於第二季也漲逾一成，主計總處將今年WPI漲幅由456％大幅上修至80％。蔡鈺泰表示，WPI上回漲幅較大是發生在1980年二次石油危機的年代，當時大漲215％，今年預測漲80％，是1981年以來最高，而這一波農工原料大漲主要是因為美、歐陸續解封帶動了龐大的需求，以致農工原料價格上揚，而使得我國躉售物價走高,554,"[(43, 48, 'ORG', '綜合統計處'), (102, 106, 'ORG', '主計總處')]"
然而，WPI雖是CPI的領先指標，是否必然會帶動消費者物價？蔡鈺泰表示，由於零售市場彼此競爭，上游業者未必會把成本轉嫁給消費者，研判廠商轉嫁幅度有限，此外，考量政府會適時採取各項物價穩定措施，預期物價壓力將逐漸舒緩，因此今年CPI的漲幅只由原預測172％微幅上調至174％，目前看來，國內並沒有通膨的問題。主計總處同時也預測明年物價走勢，明年CPI漲幅將降至089％，而WPI受今年高基期的影響，明年WPI漲幅回落至-152％。,554,[]
因旗下串流媒體服務用戶增長意外強勁，以及受疫情重創的主題樂園事業由虧轉盈，迪士尼上季獲利優於華爾街預期。受此激勵，迪士尼周四盤後股價大漲57%，報18950美元。在發布財報前，迪士尼在一般交易時段股價收漲067%，為17929美元，與今年初相比大致持平。迪士尼財務長ChristineMcCarthy表示，儘管新冠病毒確診病例激增，但包括在佛州的旗艦樂園「華特迪士尼世界」在內，美國兩大主題樂園的預訂情況仍然強勁。執行長BobChapek在法說會上表示：「我們仍然看好主題樂園業務的前景」。公司高層並表示，目前的預訂量已經超過上一季的入園人數。全世界最大的迪士尼度假區就位於佛羅里達州，但該州現在已經成為美國最新一波疫情的中心，近來的確診數和染疫住院人數頻創新高。對於Delta變種病毒可能對營運造成的衝擊，迪士尼顯然比其他公司樂觀許多，此前西南航空公司和度假房租賃公司AirBnb都提出警告，稱確診激增可能有損業務表現。迪士尼公布第三財季總營收年增45%，為1702億美元，優於市場預估的1676億美元。持續營業部門合併淨利為923億美元，相當於每股盈餘50美分，遠優於去年同期的淨損472億美元、每股虧損261美元,555,"[(42, 45, 'ORG', '迪士尼'), (51, 54, 'ORG', '華爾街'), (62, 65, 'ORG', '迪士尼'), (95, 98, 'ORG', '迪士尼'), (138, 141, 'ORG', '迪士尼'), (383, 386, 'ORG', '迪士尼'), (400, 406, 'ORG', '西南航空公司'), (407, 420, 'ORG', '度假房租賃公司airbnb'), (440, 445, 'ORG', '迪士尼公布')]"
經調整後每股盈餘為80美分，優於市場預期的每股盈餘55美分。隨著防疫限制鬆綁，迪士尼主題樂園營收達到434億美元，為5個季度以來首次實現增長。該事業部門的淨利達到356億美元，遠優於前一年同期當許多迪士尼樂園關閉時的虧損近19億美元。迪士尼已經將公司的未來押注在串流媒體服務事業上，上季亦交出亮眼成績，Disney+、Hulu和ESPN+等三大線上訂閱產品的新增訂閱用戶大幅增加近1500萬個，使會員總數逼近174億個。截至第三財季末，Disney+的付費用戶數達到116億個，超出分析師預估的約115億個，與上季相比新增870萬個用戶，雖較前一季放緩，但較去年同期的5750萬個大幅成長1倍。PPForesight分析師PaoloPescatore表示，顯然Disney+現在和網飛一樣，都是不可或缺的影片串流媒體服務。由於節目製作成本增加，迪士尼的媒體與娛樂發行部門第三財季營業利益年減32%，為20億美元。因投資電視節目、電影，以及受到其他成本影響，包括Disney+在內的「直接面向消費者」部門虧損293億美元，但與前一年同期的虧損624億美元相比大幅縮小。,555,"[(106, 111, 'ORG', '迪士尼樂園'), (124, 127, 'ORG', '迪士尼'), (401, 404, 'ORG', '迪士尼')]"
航空貨運旺季提早到，8月運價率先起漲，尤其是台灣、大陸、美國全球運量最繁忙的黃金三角，運價全線全面喊漲！繼長榮航11日通知台灣運往美國貨載運價，19日起調漲20％～25％，華航也在12日通知台灣運往美國、加拿大貨載運價，自21日起調漲20％～30％。由於兩岸電子業、半導體設備、電動車等產業供應鏈高度連動，兩岸航線、艙位早已搶翻天，加上南京機場爆發疫情，已在上周領漲先飛，華航自11日起台灣出口至大陸各航點的運價每公斤調漲25％；長榮航則自12日起調漲台灣出口至大陸各航點運價20％～30％。隨美國因應下半年旺季拉貨力道逐漸加強，航空貨量爆量之際，卻碰上南京機場爆發疫情且向外蔓延，大陸主管機關祭出歐美線所有貨包飛機暫停過夜令至8月底，航班大幅減少、機位嚴重不足，帶動大陸出口至美國的運價應聲大漲，本周每公斤來到人民幣70～80元，想要搶艙趕時間的急件運價更高達每公斤人民幣100元，今年來首見,559,"[(58, 61, 'ORG', '長榮航'), (93, 95, 'ORG', '華航'), (195, 197, 'ORG', '華航'), (224, 227, 'ORG', '長榮航')]"
由於海運缺船、缺櫃，許多海轉空貨量紛紛湧入，現在疊加歐美線貨載轉經台灣出口的貨量，也讓大陸出口至台灣的運價罕見跟著翻漲一倍，本周來到每公斤7、8美元。美國疫情年掀起的補貨潮堪稱史上最大規模，帶動亞洲生產基地出口歐美線海運、空運一位難求，尤其海運塞港、缺艙嚴重，捷迅董事長特助楊永華預估，已有航商為了直客增派加班船疏運，估計塞港效應會延續到第四季，運價恐怕還有上調空間。捷迅副總葉子菁表示，8月在台灣、大陸、美國掀起的航空貨運漲勢，除了因應美國需求爆量，也受到疫情、禁夜令等影響，目前運價喊漲以成數漲，還不像去年以倍數漲，但如果大陸疫情難控、機場運作受影響，難保接下來第三季傳統空運貨運旺季不會出現倍數漲勢。貨代業普遍認為，近期各國疫情再起，影響海空運港口機場營運效率，世界工廠大陸又是關鍵，只要大陸不出大問題，整體貨運物流鏈問題就不大，可以時間換取空間追趕前幾季遞延的物流運量，以近日寧波舟山港爆發疫情，估計不會比鹽田港影響來得大。,559,"[(135, 137, 'ORG', '捷迅'), (189, 191, 'ORG', '捷迅'), (397, 399, 'ORG', '寧波')]"
全球貨物從海運塞到空運，長榮航空宣布，自19日起台灣至美國航線貨運價格全面調漲20～25％。業者估計，調漲後，台灣飛美西每公斤運價逾375元，美東每公斤逾380元，而華航預料很快跟進，漲價幅度有望上看二成以上。目前長榮航五架全貨機配置在美國線，第四季還有三架777F新貨機交付，對營運貢獻度頗高，現階段市場美西航線貨運每公斤已達300元，東岸則為310元。第三季為傳統航空貨運旺季，美洲及中國航空貨運價格持續飆升，長榮航日前已對客戶發布，12日起調漲台灣出口至大陸各航點貨運價格，漲幅在20～30％。由於大陸官方防疫升級，暫停國籍航空貨機過夜，避免機組人員下機承擔染疫的風險。基於此，大陸不少國籍航空公司取消航程太遠的貨機班次，使得美國線需求更旺，長榮航因應市場緊俏市況，11日對客戶發出台灣出口到美國航線貨運價格，漲幅為20～25％,561,"[(17, 21, 'ORG', '長榮航空'), (92, 94, 'ORG', '華航'), (116, 119, 'ORG', '長榮航'), (218, 221, 'ORG', '長榮航'), (339, 342, 'ORG', '長榮航')]"
